시도,구군,본부,사업소,충전소ID,충전소명,주소,충전기ID,충전기명,용도,충전기용량,충전방식,충전기구분,충전량,충전시간,충전분,충전종료일자,충전시작시각,충전종료시각
강원도,강릉시,강원,강릉,2393,삼우골든아파트,"강원도 강릉시 용지각길20번길 8 (포남동, 삼우골든맨션아파트)",6556,완속01,아파트용,7,BC타입5핀(완속),완속,56.37,8,27,20240601,2024.6.1 2:20,2024.6.1 10:47
강원도,강릉시,강원,강릉,2392,강릉 교동2차현대아파트,"강원도 강릉시 교동광장로 138-13 (교동, 교동 2차 현대아파트)",6554,급속01,아파트용,50,DC차데모+DC콤보+AC3상(급속),급속,44.18,1,0,20240601,2024.6.1 2:27,2024.6.1 3:27
강원도,강릉시,강원,강릉,2433,녹색도시체험센터,강원도 강릉시 운정동 484,6669,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,19.54,0,24,20240601,2024.6.1 12:30,2024.6.1 12:54
강원도,강릉시,강원,강릉,2433,녹색도시체험센터,강원도 강릉시 운정동 484,6671,급속03,공용,50,DC차데모+DC콤보+AC3상(급속),급속,4.86,0,36,20240601,2024.6.1 15:54,2024.6.1 16:30
강원도,강릉시,강원,강릉,2433,녹색도시체험센터,강원도 강릉시 운정동 484,6671,급속03,공용,50,DC차데모+DC콤보+AC3상(급속),급속,41.94,1,0,20240601,2024.6.1 12:51,2024.6.1 13:51
강원도,강릉시,강원,강릉,2433,녹색도시체험센터,강원도 강릉시 운정동 484,6671,급속03,공용,50,DC차데모+DC콤보+AC3상(급속),급속,33.84,0,48,20240601,2024.6.1 14:57,2024.6.1 15:45
강원도,강릉시,강원,강릉,2435,허균허난설헌기념공원,"강원도 강릉시 난설헌로193번길 1-15 (초당동, 초희전통차체험관)",6673,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,6.78,0,8,20240601,2024.6.1 10:45,2024.6.1 10:53
강원도,강릉시,강원,강릉,2433,녹색도시체험센터,강원도 강릉시 운정동 484,6669,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,20.32,0,30,20240601,2024.6.1 14:19,2024.6.1 14:49
강원도,강릉시,강원,강릉,2394,서희스타힐스리버파크,"강원도 강릉시 회산로 344 (회산동, 서희스타힐스 리버파크 아파트)",6557,급속01,아파트용,50,DC차데모+DC콤보+AC3상(급속),급속,19,0,49,20240601,2024.6.1 14:31,2024.6.1 15:20
강원도,강릉시,강원,강릉,2394,서희스타힐스리버파크,"강원도 강릉시 회산로 344 (회산동, 서희스타힐스 리버파크 아파트)",6557,급속01,아파트용,50,DC차데모+DC콤보+AC3상(급속),급속,11.85,0,27,20240601,2024.6.1 6:38,2024.6.1 7:05
강원도,강릉시,강원,강릉,2394,서희스타힐스리버파크,"강원도 강릉시 회산로 344 (회산동, 서희스타힐스 리버파크 아파트)",6557,급속01,아파트용,50,DC차데모+DC콤보+AC3상(급속),급속,50.13,1,0,20240601,2024.6.1 9:35,2024.6.1 10:35
강원도,강릉시,강원,강릉,847,강릉금호어울림,강원도 강릉시 성덕로 328-15,2630,급속01,아파트용,50,DC차데모+DC콤보+AC3상(급속),급속,6.44,0,12,20240601,2024.6.1 10:32,2024.6.1 10:44
강원도,강릉시,강원,강릉,42,강릉특별지사,강원도 강릉시 강릉대로 563 (포남동),77,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,2.79,0,5,20240601,2024.6.1 12:28,2024.6.1 12:34
강원도,강릉시,강원,강릉,2775,강릉회산LH천년나무2단지,강원도 강릉시 강변로 58,7335,급속01,아파트용,50,DC차데모+DC콤보+AC3상(급속),급속,24.39,1,23,20240601,2024.6.1 14:45,2024.6.1 16:08
강원도,강릉시,강원,강릉,2909,홍제힐스테이트,강원도 강릉시 토성로 39,7714,완속01,아파트용,7,BC타입5핀(완속),완속,35.59,13,46,20240601,2024.5.31 17:12,2024.6.1 6:59
강원도,강릉시,강원,강릉,3383,보헤미안박이추 커피공장,강원도 강릉시 사천면 해안로 1107 (사천진리),8672,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,44.25,0,55,20240601,2024.6.1 14:01,2024.6.1 14:57
강원도,강릉시,강원,강릉,2438,주문진해수욕장,강원도 강릉시 주문진읍 주문북로 210 (향호리),6676,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,31.8,0,52,20240601,2024.6.1 17:57,2024.6.1 18:50
강원도,강릉시,강원,강릉,1050,교동e-편한세상 아파트,강원도 강릉시 종합운동장길 92,3213,완속01,아파트용,7,BC타입5핀(완속),완속,2.77,0,57,20240601,2024.6.1 20:02,2024.6.1 21:00
강원도,강릉시,강원,강릉,1050,교동e-편한세상 아파트,강원도 강릉시 종합운동장길 92,3213,완속01,아파트용,7,BC타입5핀(완속),완속,4.08,1,18,20240601,2024.6.1 11:06,2024.6.1 12:25
강원도,강릉시,강원,강릉,1050,교동e-편한세상 아파트,강원도 강릉시 종합운동장길 92,3213,완속01,아파트용,7,BC타입5핀(완속),완속,29.17,4,34,20240601,2024.6.1 0:00,2024.6.1 4:35
강원도,강릉시,강원,강릉,3638,LH선수촌8단지아파트,강원도 강릉시 선수촌로 113 (LH선수촌8단지아파트),9057,완속06,아파트용,7,BC타입5핀(완속),완속,2.14,0,39,20240601,2024.6.1 20:18,2024.6.1 20:58
강원도,강릉시,강원,강릉,3638,LH선수촌8단지아파트,강원도 강릉시 선수촌로 113 (LH선수촌8단지아파트),9057,완속06,아파트용,7,BC타입5핀(완속),완속,18.4,3,24,20240601,2024.5.31 21:58,2024.6.1 1:22
강원도,강릉시,강원,강릉,3637,하이빌현대아파트,강원도 강릉시 원대로128번길 14 (현대 하이빌 아파트),9049,완속03,아파트용,7,BC타입5핀(완속),완속,23.75,3,48,20240601,2024.6.1 19:25,2024.6.1 23:13
강원도,강릉시,강원,강릉,3637,하이빌현대아파트,강원도 강릉시 원대로128번길 14 (현대 하이빌 아파트),9049,완속03,아파트용,7,BC타입5핀(완속),완속,12.06,6,32,20240601,2024.6.1 1:47,2024.6.1 8:19
강원도,강릉시,강원,강릉,3637,하이빌현대아파트,강원도 강릉시 원대로128번길 14 (현대 하이빌 아파트),9049,완속03,아파트용,7,BC타입5핀(완속),완속,5.3,2,53,20240601,2024.5.31 22:32,2024.6.1 1:26
강원도,강릉시,강원,강릉,3637,하이빌현대아파트,강원도 강릉시 원대로128번길 14 (현대 하이빌 아파트),9049,완속03,아파트용,7,BC타입5핀(완속),완속,5.69,0,47,20240601,2024.6.1 14:45,2024.6.1 15:32
강원도,강릉시,강원,강릉,3637,하이빌현대아파트,강원도 강릉시 원대로128번길 14 (현대 하이빌 아파트),9049,완속03,아파트용,7,BC타입5핀(완속),완속,17.74,2,32,20240601,2024.6.1 8:46,2024.6.1 11:18
강원도,강릉시,강원,강릉,3638,LH선수촌8단지아파트,강원도 강릉시 선수촌로 113 (LH선수촌8단지아파트),9054,완속03,아파트용,7,BC타입5핀(완속),완속,11.18,2,48,20240601,2024.5.31 22:16,2024.6.1 1:05
강원도,강릉시,강원,강릉,3637,하이빌현대아파트,강원도 강릉시 원대로128번길 14 (현대 하이빌 아파트),9050,완속04,아파트용,7,BC타입5핀(완속),완속,27.02,4,10,20240601,2024.5.31 20:49,2024.6.1 0:59
강원도,강릉시,강원,강릉,847,강릉금호어울림,강원도 강릉시 성덕로 328-15,9821,완속04,아파트용,7,BC타입5핀(완속),완속,13.29,1,57,20240601,2024.6.1 7:54,2024.6.1 9:51
강원도,강릉시,강원,강릉,847,강릉금호어울림,강원도 강릉시 성덕로 328-15,9821,완속04,아파트용,7,BC타입5핀(완속),완속,5.7,0,49,20240601,2024.6.1 16:00,2024.6.1 16:49
강원도,강릉시,강원,강릉,847,강릉금호어울림,강원도 강릉시 성덕로 328-15,9821,완속04,아파트용,7,BC타입5핀(완속),완속,4.88,1,2,20240601,2024.6.1 17:35,2024.6.1 18:38
강원도,강릉시,강원,강릉,847,강릉금호어울림,강원도 강릉시 성덕로 328-15,9820,완속03,아파트용,7,BC타입5핀(완속),완속,24.76,5,51,20240601,2024.6.1 14:04,2024.6.1 19:55
강원도,강릉시,강원,강릉,847,강릉금호어울림,강원도 강릉시 성덕로 328-15,9820,완속03,아파트용,7,BC타입5핀(완속),완속,19.61,3,22,20240601,2024.6.1 20:01,2024.6.1 23:23
강원도,강릉시,강원,강릉,2099,강남동주민센터,강원도 강릉시 남부로 232,5948,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,8.04,0,18,20240601,2024.6.1 11:49,2024.6.1 12:08
강원도,강릉시,강원,강릉,2099,강남동주민센터,강원도 강릉시 남부로 232,5948,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,2.19,0,3,20240601,2024.6.1 0:16,2024.6.1 0:19
강원도,강릉시,강원,강릉,2099,강남동주민센터,강원도 강릉시 남부로 232,5948,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,31.24,0,53,20240601,2024.6.1 0:23,2024.6.1 1:17
강원도,강릉시,강원,강릉,2099,강남동주민센터,강원도 강릉시 남부로 232,5948,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,28.63,0,38,20240601,2024.6.1 5:11,2024.6.1 5:49
강원도,강릉시,강원,강릉,2099,강남동주민센터,강원도 강릉시 남부로 232,5948,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,39.2,0,59,20240601,2024.6.1 18:17,2024.6.1 19:16
강원도,강릉시,강원,강릉,2099,강남동주민센터,강원도 강릉시 남부로 232,5948,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,35.64,1,0,20240601,2024.6.1 16:37,2024.6.1 17:37
강원도,강릉시,강원,강릉,3900,기산그린타운연립,강원도 강릉시 범일로 528,9851,완속01,아파트용,7,BC타입5핀(완속),완속,37.88,5,29,20240601,2024.6.1 0:33,2024.6.1 6:02
강원도,강릉시,강원,강릉,847,강릉금호어울림,강원도 강릉시 성덕로 328-15,9819,완속02,아파트용,7,BC타입5핀(완속),완속,37.92,5,48,20240601,2024.6.1 15:57,2024.6.1 21:46
강원도,강릉시,강원,강릉,3638,LH선수촌8단지아파트,강원도 강릉시 선수촌로 113 (LH선수촌8단지아파트),9058,완속07,아파트용,7,BC타입5핀(완속),완속,27.21,4,24,20240601,2024.6.1 0:06,2024.6.1 4:30
강원도,강릉시,강원,강릉,3638,LH선수촌8단지아파트,강원도 강릉시 선수촌로 113 (LH선수촌8단지아파트),9058,완속07,아파트용,7,BC타입5핀(완속),완속,9.78,1,59,20240601,2024.6.1 19:17,2024.6.1 21:17
강원도,강릉시,강원,강릉,4285,입암6주공아파트,"강원도 강릉시 성덕포남로 39 (입암동, 입암6주공아파트)",10427,완속01,아파트용,7,BC타입5핀(완속),완속,42.37,13,10,20240601,2024.5.31 19:40,2024.6.1 8:50
강원도,강릉시,강원,강릉,4285,입암6주공아파트,"강원도 강릉시 성덕포남로 39 (입암동, 입암6주공아파트)",10427,완속01,아파트용,7,BC타입5핀(완속),완속,10.54,1,59,20240601,2024.6.1 9:14,2024.6.1 11:14
강원도,강릉시,강원,강릉,3636,포남2주공아파트,강원도 강릉시 산양큰길 37 (포남동2주공아파트),9045,완속01,아파트용,7,BC타입5핀(완속),완속,15.19,2,43,20240601,2024.6.1 0:05,2024.6.1 2:49
강원도,강릉시,강원,강릉,4285,입암6주공아파트,"강원도 강릉시 성덕포남로 39 (입암동, 입암6주공아파트)",10429,완속03,아파트용,7,BC타입5핀(완속),완속,20.3,11,48,20240601,2024.5.31 21:27,2024.6.1 9:16
강원도,강릉시,강원,강릉,2107,해람중학교옆 공영주차장,강원도 강릉시 명주로35번길 5 (용강동),5958,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,15.42,0,40,20240601,2024.6.1 14:18,2024.6.1 14:59
강원도,강릉시,강원,강릉,2107,해람중학교옆 공영주차장,강원도 강릉시 명주로35번길 5 (용강동),5958,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,19.49,0,34,20240601,2024.6.1 12:29,2024.6.1 13:04
강원도,강릉시,강원,강릉,2104,송정동주민센터,강원도 강릉시 송정동 161-2,5953,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,22.13,0,27,20240601,2024.6.1 11:53,2024.6.1 12:20
강원도,강릉시,강원,강릉,2433,녹색도시체험센터,강원도 강릉시 운정동 484,6670,급속02,공용,50,DC차데모+DC콤보+AC3상(급속),급속,34.4,0,43,20240601,2024.6.1 8:02,2024.6.1 8:46
강원도,강릉시,강원,강릉,2433,녹색도시체험센터,강원도 강릉시 운정동 484,6670,급속02,공용,50,DC차데모+DC콤보+AC3상(급속),급속,41.92,1,0,20240601,2024.6.1 15:10,2024.6.1 16:10
강원도,강릉시,강원,강릉,847,강릉금호어울림,강원도 강릉시 성덕로 328-15,9818,완속01,아파트용,7,BC타입5핀(완속),완속,10.99,1,54,20240601,2024.6.1 13:22,2024.6.1 15:17
강원도,강릉시,강원,강릉,847,강릉금호어울림,강원도 강릉시 성덕로 328-15,9818,완속01,아파트용,7,BC타입5핀(완속),완속,58.37,8,34,20240601,2024.5.31 19:58,2024.6.1 4:33
강원도,강릉시,강원,강릉,3716,강원도교육연수원,"강원도 강릉시 강릉대로587번길 42 (초당동, 강원도교육연수원)",9437,급속01,공용,50,DC콤보(급속),급속,43.65,1,0,20240601,2024.6.1 9:16,2024.6.1 10:17
강원도,강릉시,강원,강릉,2105,이마트 강릉점,강원도 강릉시 송정동 612-11,5954,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,15.11,0,30,20240601,2024.6.1 17:45,2024.6.1 18:16
강원도,강릉시,강원,강릉,2105,이마트 강릉점,강원도 강릉시 송정동 612-11,5954,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,46.45,1,0,20240601,2024.6.1 13:21,2024.6.1 14:21
강원도,강릉시,강원,강릉,2105,이마트 강릉점,강원도 강릉시 송정동 612-11,5954,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,6.34,0,26,20240601,2024.6.1 15:12,2024.6.1 15:38
강원도,강릉시,강원,강릉,4970,강원도환동해본부,"강원도 강릉시 주문진읍 주문로 14 (교항리, 강원도환동해본부)",11342,급속01,공용,100,DC콤보(급속),급속,11.19,0,30,20240601,2024.6.1 12:52,2024.6.1 13:22
강원도,강릉시,강원,강릉,4970,강원도환동해본부,"강원도 강릉시 주문진읍 주문로 14 (교항리, 강원도환동해본부)",11342,급속01,공용,100,DC콤보(급속),급속,36.25,0,30,20240601,2024.6.1 18:02,2024.6.1 18:33
강원도,강릉시,강원,강릉,4970,강원도환동해본부,"강원도 강릉시 주문진읍 주문로 14 (교항리, 강원도환동해본부)",11342,급속01,공용,100,DC콤보(급속),급속,39.38,0,30,20240601,2024.6.1 10:31,2024.6.1 11:02
강원도,강릉시,강원,강릉,2103,성덕동주민센터,강원도 강릉시 성덕포남로 115 (입암동),5952,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,17.26,1,0,20240601,2024.6.1 17:13,2024.6.1 18:13
강원도,강릉시,강원,강릉,2103,성덕동주민센터,강원도 강릉시 성덕포남로 115 (입암동),5952,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,10.07,0,16,20240601,2024.6.1 21:47,2024.6.1 22:03
강원도,강릉시,강원,강릉,5230,강원테크노파크,강원도 강릉시 과학단지로 106-46 (대전동),11820,급속01,공용,50,DC콤보(급속),급속,25.05,0,33,20240601,2024.6.1 17:50,2024.6.1 18:24
강원도,강릉시,강원,강릉,1050,교동e-편한세상 아파트,강원도 강릉시 종합운동장길 92,3212,급속01,아파트용,50,DC차데모+DC콤보+AC3상(급속),급속,24.14,1,4,20240601,2024.6.1 0:47,2024.6.1 1:52
강원도,강릉시,강원,강릉,1050,교동e-편한세상 아파트,강원도 강릉시 종합운동장길 92,3212,급속01,아파트용,50,DC차데모+DC콤보+AC3상(급속),급속,51.89,1,17,20240601,2024.6.1 17:52,2024.6.1 19:10
강원도,강릉시,강원,강릉,4970,강원도환동해본부,"강원도 강릉시 주문진읍 주문로 14 (교항리, 강원도환동해본부)",11343,급속02,공용,100,DC콤보(급속),급속,24.18,0,38,20240601,2024.6.1 10:23,2024.6.1 11:01
강원도,강릉시,강원,강릉,4970,강원도환동해본부,"강원도 강릉시 주문진읍 주문로 14 (교항리, 강원도환동해본부)",11343,급속02,공용,100,DC콤보(급속),급속,21.89,1,0,20240601,2024.6.1 17:24,2024.6.1 18:24
강원도,강릉시,강원,강릉,1452,청송 아파트,"강원도 강릉시 하평2길 6 (포남동, 청송아파트 상가)",4329,급속01,아파트용,50,DC차데모+DC콤보+AC3상(급속),급속,24.23,0,59,20240601,2024.5.31 23:57,2024.6.1 0:57
강원도,강릉시,강원,강릉,2392,강릉 교동2차현대아파트,"강원도 강릉시 교동광장로 138-13 (교동, 교동 2차 현대아파트)",6555,완속01,아파트용,7,BC타입5핀(완속),완속,33.97,9,3,20240601,2024.5.31 20:54,2024.6.1 5:58
강원도,강릉시,강원,강릉,2392,강릉 교동2차현대아파트,"강원도 강릉시 교동광장로 138-13 (교동, 교동 2차 현대아파트)",6555,완속01,아파트용,7,BC타입5핀(완속),완속,13.25,2,0,20240601,2024.6.1 8:34,2024.6.1 10:35
강원도,강릉시,강원,강릉,2100,강릉농협 하나로마트,강원도 강릉시 율곡로 2792,5949,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,29.95,0,49,20240601,2024.6.1 14:11,2024.6.1 15:01
강원도,강릉시,강원,강릉,2101,강릉축협 하나로마트,강원도 강릉시 용지로 20 (입암동),5950,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,6.33,0,19,20240601,2024.6.1 6:38,2024.6.1 6:57
강원도,강릉시,강원,강릉,2101,강릉축협 하나로마트,강원도 강릉시 용지로 20 (입암동),5950,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,5.7,0,21,20240601,2024.6.1 16:14,2024.6.1 16:36
강원도,강릉시,강원,강릉,4285,입암6주공아파트,"강원도 강릉시 성덕포남로 39 (입암동, 입암6주공아파트)",10428,완속02,아파트용,7,BC타입5핀(완속),완속,41.03,9,50,20240601,2024.5.31 22:51,2024.6.1 8:42
강원도,강릉시,강원,강릉,5493,(고속도로)구정휴게소 동해방향,강원도 강릉시 구정면 동해고속도로 345 (제비리),12206,급속04,공용,100,DC콤보(급속),급속,22.13,0,17,20240601,2024.6.1 13:31,2024.6.1 13:48
강원도,강릉시,강원,강릉,5493,(고속도로)구정휴게소 동해방향,강원도 강릉시 구정면 동해고속도로 345 (제비리),12206,급속04,공용,100,DC콤보(급속),급속,15.52,0,11,20240601,2024.6.1 20:36,2024.6.1 20:47
강원도,강릉시,강원,강릉,5493,(고속도로)구정휴게소 동해방향,강원도 강릉시 구정면 동해고속도로 345 (제비리),12206,급속04,공용,100,DC콤보(급속),급속,20.26,0,21,20240601,2024.6.1 11:26,2024.6.1 11:48
강원도,강릉시,강원,강릉,5493,(고속도로)구정휴게소 동해방향,강원도 강릉시 구정면 동해고속도로 345 (제비리),12206,급속04,공용,100,DC콤보(급속),급속,17.85,0,16,20240601,2024.6.1 17:47,2024.6.1 18:04
강원도,강릉시,강원,강릉,5493,(고속도로)구정휴게소 동해방향,강원도 강릉시 구정면 동해고속도로 345 (제비리),12206,급속04,공용,100,DC콤보(급속),급속,39.94,0,44,20240601,2024.6.1 0:54,2024.6.1 1:39
강원도,강릉시,강원,강릉,5493,(고속도로)구정휴게소 동해방향,강원도 강릉시 구정면 동해고속도로 345 (제비리),12206,급속04,공용,100,DC콤보(급속),급속,30.32,0,32,20240601,2024.6.1 14:01,2024.6.1 14:33
강원도,강릉시,강원,동해,2112,옥계면사무소,강원도 강릉시 옥계면 현내시장길 30,5963,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,8.68,0,14,20240601,2024.6.1 10:34,2024.6.1 10:48
강원도,강릉시,강원,강릉,3637,하이빌현대아파트,강원도 강릉시 원대로128번길 14 (현대 하이빌 아파트),9047,완속01,아파트용,7,BC타입5핀(완속),완속,38.99,6,32,20240601,2024.5.31 18:46,2024.6.1 1:18
강원도,강릉시,강원,강릉,3637,하이빌현대아파트,강원도 강릉시 원대로128번길 14 (현대 하이빌 아파트),9047,완속01,아파트용,7,BC타입5핀(완속),완속,22.13,3,28,20240601,2024.6.1 20:07,2024.6.1 23:35
강원도,강릉시,강원,강릉,2434,교1동주민센터,"강원도 강릉시 하슬라로 173 (교동, 교1동주민센터)",6672,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,42.99,1,0,20240601,2024.6.1 17:12,2024.6.1 18:12
강원도,강릉시,강원,강릉,2434,교1동주민센터,"강원도 강릉시 하슬라로 173 (교동, 교1동주민센터)",6672,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,6.66,0,13,20240601,2024.6.1 16:38,2024.6.1 16:51
강원도,강릉시,강원,강릉,2434,교1동주민센터,"강원도 강릉시 하슬라로 173 (교동, 교1동주민센터)",6672,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,41.32,0,57,20240601,2024.6.1 14:12,2024.6.1 15:10
강원도,강릉시,강원,강릉,2434,교1동주민센터,"강원도 강릉시 하슬라로 173 (교동, 교1동주민센터)",6672,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,16.22,1,0,20240601,2024.6.1 15:27,2024.6.1 16:27
강원도,강릉시,강원,강릉,2434,교1동주민센터,"강원도 강릉시 하슬라로 173 (교동, 교1동주민센터)",6672,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,18.43,0,35,20240601,2024.6.1 11:12,2024.6.1 11:48
강원도,강릉시,강원,강릉,2434,교1동주민센터,"강원도 강릉시 하슬라로 173 (교동, 교1동주민센터)",6672,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,49.3,1,0,20240601,2024.6.1 21:15,2024.6.1 22:15
강원도,강릉시,강원,강릉,5493,(고속도로)구정휴게소 동해방향,강원도 강릉시 구정면 동해고속도로 345 (제비리),12205,급속03,공용,100,DC콤보(급속),급속,27.19,0,37,20240601,2024.6.1 13:52,2024.6.1 14:29
강원도,강릉시,강원,강릉,5493,(고속도로)구정휴게소 동해방향,강원도 강릉시 구정면 동해고속도로 345 (제비리),12205,급속03,공용,100,DC콤보(급속),급속,19.95,0,14,20240601,2024.6.1 15:10,2024.6.1 15:24
강원도,강릉시,강원,강릉,5510,강릉아이스아레나 주차장,"강원도 강릉시 수리골길 102 (포남동, 강릉아레나)",12245,급속02,공용,100,DC콤보(급속),급속,27.72,0,40,20240601,2024.6.1 10:26,2024.6.1 11:06
강원도,강릉시,강원,강릉,5510,강릉아이스아레나 주차장,"강원도 강릉시 수리골길 102 (포남동, 강릉아레나)",12245,급속02,공용,100,DC콤보(급속),급속,15.83,0,12,20240601,2024.6.1 9:09,2024.6.1 9:22
강원도,강릉시,강원,강릉,5510,강릉아이스아레나 주차장,"강원도 강릉시 수리골길 102 (포남동, 강릉아레나)",12247,급속04,공용,100,DC콤보(급속),급속,48.99,0,57,20240601,2024.6.1 8:31,2024.6.1 9:29
강원도,강릉시,강원,강릉,5493,(고속도로)구정휴게소 동해방향,강원도 강릉시 구정면 동해고속도로 345 (제비리),12204,급속02,공용,100,DC콤보(급속),급속,40.3,0,47,20240601,2024.6.1 12:49,2024.6.1 13:37
강원도,강릉시,강원,강릉,5493,(고속도로)구정휴게소 동해방향,강원도 강릉시 구정면 동해고속도로 345 (제비리),12204,급속02,공용,100,DC콤보(급속),급속,16.14,0,18,20240601,2024.6.1 8:25,2024.6.1 8:43
강원도,강릉시,강원,강릉,5493,(고속도로)구정휴게소 동해방향,강원도 강릉시 구정면 동해고속도로 345 (제비리),12204,급속02,공용,100,DC콤보(급속),급속,28.95,0,52,20240601,2024.6.1 6:39,2024.6.1 7:31
강원도,강릉시,강원,강릉,3638,LH선수촌8단지아파트,강원도 강릉시 선수촌로 113 (LH선수촌8단지아파트),9053,완속02,아파트용,7,BC타입5핀(완속),완속,4.17,0,46,20240601,2024.6.1 14:07,2024.6.1 14:54
강원도,강릉시,강원,강릉,5510,강릉아이스아레나 주차장,"강원도 강릉시 수리골길 102 (포남동, 강릉아레나)",12246,급속03,공용,100,DC콤보(급속),급속,16.85,0,23,20240601,2024.6.1 19:46,2024.6.1 20:10
강원도,강릉시,강원,강릉,2105,이마트 강릉점,강원도 강릉시 송정동 612-11,5955,급속02,공용,50,DC차데모+DC콤보+AC3상(급속),급속,13.33,0,20,20240601,2024.6.1 17:34,2024.6.1 17:55
강원도,강릉시,강원,강릉,2105,이마트 강릉점,강원도 강릉시 송정동 612-11,5955,급속02,공용,50,DC차데모+DC콤보+AC3상(급속),급속,15.04,1,0,20240601,2024.6.1 15:30,2024.6.1 16:30
강원도,강릉시,강원,강릉,847,강릉금호어울림,강원도 강릉시 성덕로 328-15,9823,완속06,아파트용,7,BC타입5핀(완속),완속,12.98,1,50,20240601,2024.6.1 11:16,2024.6.1 13:07
강원도,강릉시,강원,강릉,847,강릉금호어울림,강원도 강릉시 성덕로 328-15,9823,완속06,아파트용,7,BC타입5핀(완속),완속,45.01,6,48,20240601,2024.6.1 16:05,2024.6.1 22:53
강원도,강릉시,강원,강릉,2105,이마트 강릉점,강원도 강릉시 송정동 612-11,5955,급속02,공용,50,DC차데모+DC콤보+AC3상(급속),급속,27.34,0,32,20240601,2024.6.1 19:32,2024.6.1 20:04
강원도,강릉시,강원,강릉,3638,LH선수촌8단지아파트,강원도 강릉시 선수촌로 113 (LH선수촌8단지아파트),9817,완속08,아파트용,7,BC타입5핀(완속),완속,3.03,0,47,20240601,2024.6.1 1:23,2024.6.1 2:10
강원도,강릉시,강원,강릉,3637,하이빌현대아파트,강원도 강릉시 원대로128번길 14 (현대 하이빌 아파트),9048,완속02,아파트용,7,BC타입5핀(완속),완속,37.1,5,37,20240601,2024.6.1 17:51,2024.6.1 23:28
강원도,강릉시,강원,강릉,2102,강원양돈농협 하나로마트,강원도 강릉시 솔올로 9 (교동),5951,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,20.55,0,25,20240601,2024.6.1 14:22,2024.6.1 14:47
강원도,강릉시,강원,강릉,2909,홍제힐스테이트,강원도 강릉시 토성로 39,7715,급속01,아파트용,50,DC차데모+DC콤보+AC3상(급속),급속,39.31,1,0,20240601,2024.6.1 10:24,2024.6.1 11:24
강원도,강릉시,강원,강릉,2909,홍제힐스테이트,강원도 강릉시 토성로 39,7715,급속01,아파트용,50,DC차데모+DC콤보+AC3상(급속),급속,39.55,1,0,20240601,2024.6.1 18:23,2024.6.1 19:23
강원도,강릉시,강원,강릉,2909,홍제힐스테이트,강원도 강릉시 토성로 39,7715,급속01,아파트용,50,DC차데모+DC콤보+AC3상(급속),급속,29.6,0,38,20240601,2024.6.1 12:02,2024.6.1 12:40
강원도,강릉시,강원,강릉,2393,삼우골든아파트,"강원도 강릉시 용지각길20번길 8 (포남동, 삼우골든맨션아파트)",6556,완속01,아파트용,7,BC타입5핀(완속),완속,51.63,8,16,20240602,2024.6.1 21:50,2024.6.2 6:06
강원도,강릉시,강원,강릉,2392,강릉 교동2차현대아파트,"강원도 강릉시 교동광장로 138-13 (교동, 교동 2차 현대아파트)",6554,급속01,아파트용,50,DC차데모+DC콤보+AC3상(급속),급속,34.46,0,47,20240602,2024.6.2 8:50,2024.6.2 9:38
강원도,강릉시,강원,강릉,2392,강릉 교동2차현대아파트,"강원도 강릉시 교동광장로 138-13 (교동, 교동 2차 현대아파트)",6554,급속01,아파트용,50,DC차데모+DC콤보+AC3상(급속),급속,9.63,0,11,20240602,2024.6.2 19:15,2024.6.2 19:26
