시도,시구군,본부,사업소,충전소ID,충전소명,주소,충전기ID,충전기명,용도,충전기용량,충전방식,충전기구분,충전량,충전시간,충전분,충전종료일자,충전시작시각,충전종료시각
강원도,강릉시,강원,강릉,2107,해람중학교옆 공영주차장,강원도 강릉시 명주로35번길 5 (용강동),5958,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,10.09,0,41,20240501,2024.4.30 23:27,2024.5.1 0:09
강원도,강릉시,강원,강릉,42,강릉특별지사,강원도 강릉시 강릉대로 563 (포남동),77,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,13.29,0,25,20240501,2024.5.1 0:04,2024.5.1 0:30
강원도,강릉시,강원,강릉,2394,서희스타힐스리버파크,"강원도 강릉시 회산로 344 (회산동, 서희스타힐스 리버파크 아파트)",6557,급속01,아파트용,50,DC차데모+DC콤보+AC3상(급속),급속,42.95,1,0,20240501,2024.4.30 23:38,2024.5.1 0:38
강원도,강릉시,강원,강릉,3637,하이빌현대아파트,강원도 강릉시 원대로128번길 14 (현대 하이빌 아파트),9050,완속04,아파트용,7,BC타입5핀(완속),완속,38.93,5,49,20240501,2024.4.30 19:10,2024.5.1 1:00
강원도,강릉시,강원,강릉,2394,서희스타힐스리버파크,"강원도 강릉시 회산로 344 (회산동, 서희스타힐스 리버파크 아파트)",6557,급속01,아파트용,50,DC차데모+DC콤보+AC3상(급속),급속,15.16,0,32,20240501,2024.5.1 0:40,2024.5.1 1:13
강원도,강릉시,강원,강릉,3638,LH선수촌8단지아파트,강원도 강릉시 선수촌로 113 (LH선수촌8단지아파트),9817,완속08,아파트용,7,BC타입5핀(완속),완속,25.51,4,8,20240501,2024.4.30 21:22,2024.5.1 1:30
강원도,강릉시,강원,강릉,1452,청송 아파트,"강원도 강릉시 하평2길 6 (포남동, 청송아파트 상가)",4329,급속01,아파트용,50,DC차데모+DC콤보+AC3상(급속),급속,27.05,1,16,20240501,2024.5.1 0:41,2024.5.1 1:57
강원도,강릉시,강원,강릉,3637,하이빌현대아파트,강원도 강릉시 원대로128번길 14 (현대 하이빌 아파트),9047,완속01,아파트용,7,BC타입5핀(완속),완속,40.21,6,28,20240501,2024.4.30 20:03,2024.5.1 2:32
강원도,강릉시,강원,강릉,847,강릉금호어울림,강원도 강릉시 성덕로 328-15,9819,완속02,아파트용,7,BC타입5핀(완속),완속,47.71,7,14,20240501,2024.4.30 20:57,2024.5.1 4:11
강원도,강릉시,강원,강릉,2392,강릉 교동2차현대아파트,"강원도 강릉시 교동광장로 138-13 (교동, 교동 2차 현대아파트)",6555,완속01,아파트용,7,BC타입5핀(완속),완속,63.15,9,58,20240501,2024.4.30 18:15,2024.5.1 4:13
강원도,강릉시,강원,강릉,3900,기산그린타운연립,강원도 강릉시 범일로 528,9877,완속02,아파트용,7,BC타입5핀(완속),완속,21.51,8,43,20240501,2024.4.30 19:51,2024.5.1 4:35
강원도,강릉시,강원,강릉,3636,포남2주공아파트,강원도 강릉시 산양큰길 37 (포남동2주공아파트),9045,완속01,아파트용,7,BC타입5핀(완속),완속,37.17,6,13,20240501,2024.4.30 22:39,2024.5.1 4:52
강원도,강릉시,강원,강릉,2909,홍제힐스테이트,강원도 강릉시 토성로 39,7714,완속01,아파트용,7,BC타입5핀(완속),완속,49.71,7,34,20240501,2024.4.30 22:14,2024.5.1 5:49
강원도,강릉시,강원,강릉,4285,입암6주공아파트,"강원도 강릉시 성덕포남로 39 (입암동, 입암6주공아파트)",10427,완속01,아파트용,7,BC타입5핀(완속),완속,25.87,7,17,20240501,2024.5.1 0:05,2024.5.1 7:23
강원도,강릉시,강원,강릉,4285,입암6주공아파트,"강원도 강릉시 성덕포남로 39 (입암동, 입암6주공아파트)",10429,완속03,아파트용,7,BC타입5핀(완속),완속,32.14,11,35,20240501,2024.4.30 20:44,2024.5.1 8:20
강원도,강릉시,강원,강릉,4285,입암6주공아파트,"강원도 강릉시 성덕포남로 39 (입암동, 입암6주공아파트)",10428,완속02,아파트용,7,BC타입5핀(완속),완속,20.62,10,0,20240501,2024.4.30 22:24,2024.5.1 8:24
강원도,강릉시,강원,강릉,2439,교2동주민센터,"강원도 강릉시 율곡로 2974 (교동, 교2동주민센터)",6677,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,9.58,0,13,20240501,2024.5.1 8:21,2024.5.1 8:34
강원도,강릉시,강원,강릉,2393,삼우골든아파트,"강원도 강릉시 용지각길20번길 8 (포남동, 삼우골든맨션아파트)",6556,완속01,아파트용,7,BC타입5핀(완속),완속,47.46,7,36,20240501,2024.5.1 1:07,2024.5.1 8:43
강원도,강릉시,강원,강릉,5492,강원지방기상청,"강원도 강릉시 사천면 과학단지로 130 (방동리, 강원지방기상청)",12200,급속01,공용,100,DC콤보(급속),급속,40.06,0,46,20240501,2024.5.1 9:02,2024.5.1 9:49
강원도,강릉시,강원,강릉,2434,교1동주민센터,"강원도 강릉시 하슬라로 173 (교동, 교1동주민센터)",6672,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,49.29,1,0,20240501,2024.5.1 8:51,2024.5.1 9:51
강원도,강릉시,강원,강릉,3901,그린내하우스,강원도 강릉시 월대산로 85-11,9852,완속01,아파트용,7,BC타입5핀(완속),완속,45.49,13,41,20240501,2024.4.30 20:34,2024.5.1 10:16
강원도,강릉시,강원,강릉,5510,강릉아이스아레나 주차장,"강원도 강릉시 수리골길 102 (포남동, 강릉아레나)",12247,급속04,공용,100,DC콤보(급속),급속,26.97,0,18,20240501,2024.5.1 9:57,2024.5.1 10:16
강원도,강릉시,강원,강릉,2107,해람중학교옆 공영주차장,강원도 강릉시 명주로35번길 5 (용강동),5958,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,9.25,0,25,20240501,2024.5.1 10:00,2024.5.1 10:25
강원도,강릉시,강원,강릉,2392,강릉 교동2차현대아파트,"강원도 강릉시 교동광장로 138-13 (교동, 교동 2차 현대아파트)",6555,완속01,아파트용,7,BC타입5핀(완속),완속,9.28,1,54,20240501,2024.5.1 8:31,2024.5.1 10:26
강원도,강릉시,강원,강릉,2394,서희스타힐스리버파크,"강원도 강릉시 회산로 344 (회산동, 서희스타힐스 리버파크 아파트)",6557,급속01,아파트용,50,DC차데모+DC콤보+AC3상(급속),급속,19.02,0,32,20240501,2024.5.1 9:55,2024.5.1 10:27
강원도,강릉시,강원,강릉,2105,이마트 강릉점,강원도 강릉시 송정동 612-11,5955,급속02,공용,50,DC차데모+DC콤보+AC3상(급속),급속,28.59,0,38,20240501,2024.5.1 9:58,2024.5.1 10:36
강원도,강릉시,강원,강릉,2104,송정동주민센터,강원도 강릉시 송정동 161-2,5953,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,16.38,0,28,20240501,2024.5.1 10:09,2024.5.1 10:38
강원도,강릉시,강원,강릉,2099,강남동주민센터,강원도 강릉시 남부로 232,5948,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,6.27,0,14,20240501,2024.5.1 10:34,2024.5.1 10:49
강원도,강릉시,강원,강릉,2909,홍제힐스테이트,강원도 강릉시 토성로 39,7714,완속01,아파트용,7,BC타입5핀(완속),완속,4.75,1,21,20240501,2024.5.1 9:50,2024.5.1 11:11
강원도,강릉시,강원,강릉,3383,보헤미안박이추 커피공장,강원도 강릉시 사천면 해안로 1107 (사천진리),8672,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,30.83,0,39,20240501,2024.5.1 11:14,2024.5.1 11:53
강원도,강릉시,강원,강릉,2436,홍제동 공영주차장,강원도 강릉시 홍제동 157,6674,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,21.82,1,0,20240501,2024.5.1 11:03,2024.5.1 12:03
강원도,강릉시,강원,강릉,847,강릉금호어울림,강원도 강릉시 성덕로 328-15,9823,완속06,아파트용,7,BC타입5핀(완속),완속,4.62,1,14,20240501,2024.5.1 10:51,2024.5.1 12:05
강원도,강릉시,강원,강릉,3383,보헤미안박이추 커피공장,강원도 강릉시 사천면 해안로 1107 (사천진리),8672,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,8.56,0,10,20240501,2024.5.1 12:05,2024.5.1 12:16
강원도,강릉시,강원,강릉,2103,성덕동주민센터,강원도 강릉시 성덕포남로 115 (입암동),5952,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,29.42,0,44,20240501,2024.5.1 11:59,2024.5.1 12:44
강원도,강릉시,강원,강릉,4970,강원도환동해본부,"강원도 강릉시 주문진읍 주문로 14 (교항리, 강원도환동해본부)",11343,급속02,공용,100,DC콤보(급속),급속,12.42,0,17,20240501,2024.5.1 13:20,2024.5.1 13:37
강원도,강릉시,강원,강릉,42,강릉특별지사,강원도 강릉시 강릉대로 563 (포남동),77,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,43.38,1,23,20240501,2024.5.1 12:27,2024.5.1 13:50
강원도,강릉시,강원,강릉,2434,교1동주민센터,"강원도 강릉시 하슬라로 173 (교동, 교1동주민센터)",6672,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,14.36,0,31,20240501,2024.5.1 13:23,2024.5.1 13:55
강원도,강릉시,강원,강릉,4605,강원도립대학,"강원도 강릉시 주문진읍 연주로 270 (교항리, 강원도립대학)",10853,급속01,공용,50,DC콤보(급속),급속,18.98,0,25,20240501,2024.5.1 13:44,2024.5.1 14:10
강원도,강릉시,강원,강릉,5493,(고속도로)구정휴게소 동해방향,강원도 강릉시 구정면 동해고속도로 345 (제비리),12206,급속04,공용,100,DC콤보(급속),급속,14.95,0,16,20240501,2024.5.1 13:59,2024.5.1 14:16
강원도,강릉시,강원,강릉,4970,강원도환동해본부,"강원도 강릉시 주문진읍 주문로 14 (교항리, 강원도환동해본부)",11342,급속01,공용,100,DC콤보(급속),급속,44.33,1,0,20240501,2024.5.1 13:17,2024.5.1 14:17
강원도,강릉시,강원,강릉,2394,서희스타힐스리버파크,"강원도 강릉시 회산로 344 (회산동, 서희스타힐스 리버파크 아파트)",6557,급속01,아파트용,50,DC차데모+DC콤보+AC3상(급속),급속,10.51,0,13,20240501,2024.5.1 14:05,2024.5.1 14:18
강원도,강릉시,강원,강릉,2434,교1동주민센터,"강원도 강릉시 하슬라로 173 (교동, 교1동주민센터)",6672,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,2.4,0,12,20240501,2024.5.1 14:10,2024.5.1 14:22
강원도,강릉시,강원,강릉,2433,녹색도시체험센터,강원도 강릉시 운정동 484,6671,급속03,공용,50,DC차데모+DC콤보+AC3상(급속),급속,42.04,1,0,20240501,2024.5.1 13:23,2024.5.1 14:24
강원도,강릉시,강원,강릉,3637,하이빌현대아파트,강원도 강릉시 원대로128번길 14 (현대 하이빌 아파트),9050,완속04,아파트용,7,BC타입5핀(완속),완속,33.02,11,36,20240501,2024.5.1 3:17,2024.5.1 14:53
강원도,강릉시,강원,강릉,5510,강릉아이스아레나 주차장,"강원도 강릉시 수리골길 102 (포남동, 강릉아레나)",12246,급속03,공용,100,DC콤보(급속),급속,10.57,0,8,20240501,2024.5.1 14:45,2024.5.1 14:53
강원도,강릉시,강원,강릉,2105,이마트 강릉점,강원도 강릉시 송정동 612-11,5955,급속02,공용,50,DC차데모+DC콤보+AC3상(급속),급속,42.35,0,53,20240501,2024.5.1 14:25,2024.5.1 15:19
강원도,강릉시,강원,강릉,3383,보헤미안박이추 커피공장,강원도 강릉시 사천면 해안로 1107 (사천진리),8672,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,40.36,2,30,20240501,2024.5.1 12:54,2024.5.1 15:24
강원도,강릉시,강원,강릉,2105,이마트 강릉점,강원도 강릉시 송정동 612-11,5954,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,37.44,0,45,20240501,2024.5.1 14:57,2024.5.1 15:43
강원도,강릉시,강원,강릉,2101,강릉축협 하나로마트,강원도 강릉시 용지로 20 (입암동),5950,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,14.42,0,47,20240501,2024.5.1 14:57,2024.5.1 15:45
강원도,강릉시,강원,강릉,3638,LH선수촌8단지아파트,강원도 강릉시 선수촌로 113 (LH선수촌8단지아파트),9056,완속05,아파트용,7,BC타입5핀(완속),완속,8.3,1,34,20240501,2024.5.1 14:19,2024.5.1 15:53
강원도,강릉시,강원,강릉,2392,강릉 교동2차현대아파트,"강원도 강릉시 교동광장로 138-13 (교동, 교동 2차 현대아파트)",6554,급속01,아파트용,50,DC차데모+DC콤보+AC3상(급속),급속,50.37,0,58,20240501,2024.5.1 15:01,2024.5.1 15:59
강원도,강릉시,강원,강릉,2392,강릉 교동2차현대아파트,"강원도 강릉시 교동광장로 138-13 (교동, 교동 2차 현대아파트)",6555,완속01,아파트용,7,BC타입5핀(완속),완속,28.31,4,16,20240501,2024.5.1 11:56,2024.5.1 16:12
강원도,강릉시,강원,강릉,2775,강릉회산LH천년나무2단지,강원도 강릉시 강변로 58,7335,급속01,아파트용,50,DC차데모+DC콤보+AC3상(급속),급속,23.34,1,41,20240501,2024.5.1 14:41,2024.5.1 16:23
강원도,강릉시,강원,강릉,2099,강남동주민센터,강원도 강릉시 남부로 232,5948,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,7.77,0,12,20240501,2024.5.1 16:19,2024.5.1 16:31
강원도,강릉시,강원,강릉,3638,LH선수촌8단지아파트,강원도 강릉시 선수촌로 113 (LH선수촌8단지아파트),9052,완속01,아파트용,7,BC타입5핀(완속),완속,7.28,2,2,20240501,2024.5.1 14:34,2024.5.1 16:37
강원도,강릉시,강원,강릉,3637,하이빌현대아파트,강원도 강릉시 원대로128번길 14 (현대 하이빌 아파트),9049,완속03,아파트용,7,BC타입5핀(완속),완속,28.11,3,50,20240501,2024.5.1 13:08,2024.5.1 16:58
강원도,강릉시,강원,동해,2112,옥계면사무소,강원도 강릉시 옥계면 현내시장길 30,5963,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,2.3,0,7,20240501,2024.5.1 16:52,2024.5.1 16:59
강원도,강릉시,강원,강릉,2433,녹색도시체험센터,강원도 강릉시 운정동 484,6669,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,6.98,0,39,20240501,2024.5.1 16:23,2024.5.1 17:02
강원도,강릉시,강원,강릉,5493,(고속도로)구정휴게소 동해방향,강원도 강릉시 구정면 동해고속도로 345 (제비리),12206,급속04,공용,100,DC콤보(급속),급속,39.67,0,47,20240501,2024.5.1 16:16,2024.5.1 17:03
강원도,강릉시,강원,강릉,5493,(고속도로)구정휴게소 동해방향,강원도 강릉시 구정면 동해고속도로 345 (제비리),12206,급속04,공용,100,DC콤보(급속),급속,11.52,0,9,20240501,2024.5.1 17:20,2024.5.1 17:29
강원도,강릉시,강원,강릉,5510,강릉아이스아레나 주차장,"강원도 강릉시 수리골길 102 (포남동, 강릉아레나)",12245,급속02,공용,100,DC콤보(급속),급속,28.81,0,49,20240501,2024.5.1 16:51,2024.5.1 17:41
강원도,강릉시,강원,강릉,2101,강릉축협 하나로마트,강원도 강릉시 용지로 20 (입암동),5950,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,16.92,0,50,20240501,2024.5.1 16:58,2024.5.1 17:49
강원도,강릉시,강원,강릉,42,강릉특별지사,강원도 강릉시 강릉대로 563 (포남동),77,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,24.97,0,49,20240501,2024.5.1 17:04,2024.5.1 17:53
강원도,강릉시,강원,강릉,5493,(고속도로)구정휴게소 동해방향,강원도 강릉시 구정면 동해고속도로 345 (제비리),12205,급속03,공용,100,DC콤보(급속),급속,19.92,0,27,20240501,2024.5.1 17:26,2024.5.1 17:53
강원도,강릉시,강원,강릉,2434,교1동주민센터,"강원도 강릉시 하슬라로 173 (교동, 교1동주민센터)",6672,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,35.62,1,0,20240501,2024.5.1 17:09,2024.5.1 18:09
강원도,강릉시,강원,강릉,4605,강원도립대학,"강원도 강릉시 주문진읍 연주로 270 (교항리, 강원도립대학)",10853,급속01,공용,50,DC콤보(급속),급속,40.28,0,51,20240501,2024.5.1 17:23,2024.5.1 18:14
강원도,강릉시,강원,강릉,5492,강원지방기상청,"강원도 강릉시 사천면 과학단지로 130 (방동리, 강원지방기상청)",12201,급속02,공용,100,DC콤보(급속),급속,30.41,0,32,20240501,2024.5.1 17:44,2024.5.1 18:16
강원도,강릉시,강원,강릉,2104,송정동주민센터,강원도 강릉시 송정동 161-2,5953,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,22.61,0,35,20240501,2024.5.1 17:43,2024.5.1 18:19
강원도,강릉시,강원,강릉,3637,하이빌현대아파트,강원도 강릉시 원대로128번길 14 (현대 하이빌 아파트),9049,완속03,아파트용,7,BC타입5핀(완속),완속,8.23,1,8,20240501,2024.5.1 17:22,2024.5.1 18:30
강원도,강릉시,강원,강릉,847,강릉금호어울림,강원도 강릉시 성덕로 328-15,9823,완속06,아파트용,7,BC타입5핀(완속),완속,10.63,2,18,20240501,2024.5.1 16:17,2024.5.1 18:35
강원도,강릉시,강원,강릉,2105,이마트 강릉점,강원도 강릉시 송정동 612-11,5954,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,19.59,0,51,20240501,2024.5.1 17:45,2024.5.1 18:37
강원도,강릉시,강원,강릉,4605,강원도립대학,"강원도 강릉시 주문진읍 연주로 270 (교항리, 강원도립대학)",10853,급속01,공용,50,DC콤보(급속),급속,19.83,0,25,20240501,2024.5.1 18:28,2024.5.1 18:54
강원도,강릉시,강원,강릉,2909,홍제힐스테이트,강원도 강릉시 토성로 39,7714,완속01,아파트용,7,BC타입5핀(완속),완속,6.08,2,21,20240501,2024.5.1 16:46,2024.5.1 19:08
강원도,강릉시,강원,강릉,2434,교1동주민센터,"강원도 강릉시 하슬라로 173 (교동, 교1동주민센터)",6672,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,28.51,0,40,20240501,2024.5.1 18:32,2024.5.1 19:12
강원도,강릉시,강원,강릉,2436,홍제동 공영주차장,강원도 강릉시 홍제동 157,6674,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,3.39,0,6,20240501,2024.5.1 19:07,2024.5.1 19:14
강원도,강릉시,강원,강릉,3637,하이빌현대아파트,강원도 강릉시 원대로128번길 14 (현대 하이빌 아파트),9047,완속01,아파트용,7,BC타입5핀(완속),완속,7.92,1,55,20240501,2024.5.1 17:48,2024.5.1 19:44
강원도,강릉시,강원,강릉,2102,강원양돈농협 하나로마트,강원도 강릉시 솔올로 9 (교동),5951,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,30.27,0,42,20240501,2024.5.1 19:02,2024.5.1 19:45
강원도,강릉시,강원,강릉,2434,교1동주민센터,"강원도 강릉시 하슬라로 173 (교동, 교1동주민센터)",6672,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,6.08,0,39,20240501,2024.5.1 19:14,2024.5.1 19:53
강원도,강릉시,강원,강릉,4605,강원도립대학,"강원도 강릉시 주문진읍 연주로 270 (교항리, 강원도립대학)",10853,급속01,공용,50,DC콤보(급속),급속,47.74,1,0,20240501,2024.5.1 19:20,2024.5.1 20:21
강원도,강릉시,강원,강릉,847,강릉금호어울림,강원도 강릉시 성덕로 328-15,9818,완속01,아파트용,7,BC타입5핀(완속),완속,11.06,1,57,20240501,2024.5.1 18:24,2024.5.1 20:22
강원도,강릉시,강원,강릉,2436,홍제동 공영주차장,강원도 강릉시 홍제동 157,6674,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,23.17,0,56,20240501,2024.5.1 19:30,2024.5.1 20:26
강원도,강릉시,강원,강릉,3638,LH선수촌8단지아파트,강원도 강릉시 선수촌로 113 (LH선수촌8단지아파트),9052,완속01,아파트용,7,BC타입5핀(완속),완속,6.36,1,16,20240501,2024.5.1 19:10,2024.5.1 20:27
강원도,강릉시,강원,강릉,4605,강원도립대학,"강원도 강릉시 주문진읍 연주로 270 (교항리, 강원도립대학)",10853,급속01,공용,50,DC콤보(급속),급속,5.05,0,8,20240501,2024.5.1 20:30,2024.5.1 20:38
강원도,강릉시,강원,강릉,3638,LH선수촌8단지아파트,강원도 강릉시 선수촌로 113 (LH선수촌8단지아파트),9055,완속04,아파트용,7,BC타입5핀(완속),완속,4.16,0,56,20240501,2024.5.1 19:48,2024.5.1 20:45
강원도,강릉시,강원,강릉,3638,LH선수촌8단지아파트,강원도 강릉시 선수촌로 113 (LH선수촌8단지아파트),9053,완속02,아파트용,7,BC타입5핀(완속),완속,3.48,0,30,20240501,2024.5.1 20:27,2024.5.1 20:58
강원도,강릉시,강원,동해,2112,옥계면사무소,강원도 강릉시 옥계면 현내시장길 30,5963,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,9.06,0,31,20240501,2024.5.1 20:28,2024.5.1 20:59
강원도,강릉시,강원,강릉,3637,하이빌현대아파트,강원도 강릉시 원대로128번길 14 (현대 하이빌 아파트),9048,완속02,아파트용,7,BC타입5핀(완속),완속,23.3,3,43,20240501,2024.5.1 17:21,2024.5.1 21:04
강원도,강릉시,강원,강릉,847,강릉금호어울림,강원도 강릉시 성덕로 328-15,2630,급속01,아파트용,50,DC차데모+DC콤보+AC3상(급속),급속,50.3,1,25,20240501,2024.5.1 19:49,2024.5.1 21:15
강원도,강릉시,강원,강릉,5510,강릉아이스아레나 주차장,"강원도 강릉시 수리골길 102 (포남동, 강릉아레나)",12247,급속04,공용,100,DC콤보(급속),급속,22.67,0,29,20240501,2024.5.1 20:53,2024.5.1 21:23
강원도,강릉시,강원,강릉,847,강릉금호어울림,강원도 강릉시 성덕로 328-15,9822,완속05,아파트용,7,BC타입5핀(완속),완속,4.96,1,4,20240501,2024.5.1 20:26,2024.5.1 21:31
강원도,강릉시,강원,강릉,4605,강원도립대학,"강원도 강릉시 주문진읍 연주로 270 (교항리, 강원도립대학)",10853,급속01,공용,50,DC콤보(급속),급속,39.02,0,52,20240501,2024.5.1 20:47,2024.5.1 21:39
강원도,강릉시,강원,강릉,2434,교1동주민센터,"강원도 강릉시 하슬라로 173 (교동, 교1동주민센터)",6672,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,2.57,0,3,20240501,2024.5.1 21:39,2024.5.1 21:43
강원도,강릉시,강원,강릉,1050,교동e-편한세상 아파트,강원도 강릉시 종합운동장길 92,3213,완속01,아파트용,7,BC타입5핀(완속),완속,3.06,1,5,20240501,2024.5.1 21:19,2024.5.1 22:25
강원도,강릉시,강원,강릉,2103,성덕동주민센터,강원도 강릉시 성덕포남로 115 (입암동),5952,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,36.89,1,0,20240501,2024.5.1 21:40,2024.5.1 22:40
강원도,강릉시,강원,강릉,2104,송정동주민센터,강원도 강릉시 송정동 161-2,5953,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,24.43,1,0,20240501,2024.5.1 21:51,2024.5.1 22:52
강원도,강릉시,강원,강릉,847,강릉금호어울림,강원도 강릉시 성덕로 328-15,9821,완속04,아파트용,7,BC타입5핀(완속),완속,29.91,4,39,20240501,2024.5.1 18:17,2024.5.1 22:56
강원도,강릉시,강원,강릉,847,강릉금호어울림,강원도 강릉시 성덕로 328-15,9819,완속02,아파트용,7,BC타입5핀(완속),완속,54.2,9,0,20240501,2024.5.1 14:01,2024.5.1 23:02
강원도,강릉시,강원,강릉,847,강릉금호어울림,강원도 강릉시 성덕로 328-15,9820,완속03,아파트용,7,BC타입5핀(완속),완속,20.58,3,35,20240502,2024.5.1 20:28,2024.5.2 0:04
강원도,강릉시,강원,강릉,3638,LH선수촌8단지아파트,강원도 강릉시 선수촌로 113 (LH선수촌8단지아파트),9054,완속03,아파트용,7,BC타입5핀(완속),완속,8.02,2,19,20240502,2024.5.1 22:08,2024.5.2 0:27
강원도,강릉시,강원,강릉,3638,LH선수촌8단지아파트,강원도 강릉시 선수촌로 113 (LH선수촌8단지아파트),9057,완속06,아파트용,7,BC타입5핀(완속),완속,14.9,2,30,20240502,2024.5.1 22:16,2024.5.2 0:47
강원도,강릉시,강원,강릉,2436,홍제동 공영주차장,강원도 강릉시 홍제동 157,6674,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,37.95,1,0,20240502,2024.5.1 23:53,2024.5.2 0:53
강원도,강릉시,강원,강릉,2392,강릉 교동2차현대아파트,"강원도 강릉시 교동광장로 138-13 (교동, 교동 2차 현대아파트)",6555,완속01,아파트용,7,BC타입5핀(완속),완속,57.89,9,7,20240502,2024.5.1 17:13,2024.5.2 2:21
강원도,강릉시,강원,강릉,2101,강릉축협 하나로마트,강원도 강릉시 용지로 20 (입암동),5950,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,30.85,0,46,20240502,2024.5.2 2:22,2024.5.2 3:09
강원도,강릉시,강원,강릉,2909,홍제힐스테이트,강원도 강릉시 토성로 39,7714,완속01,아파트용,7,BC타입5핀(완속),완속,23.56,3,50,20240502,2024.5.2 0:16,2024.5.2 4:07
강원도,강릉시,강원,강릉,2434,교1동주민센터,"강원도 강릉시 하슬라로 173 (교동, 교1동주민센터)",6672,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,16.31,0,20,20240502,2024.5.2 4:56,2024.5.2 5:16
강원도,강릉시,강원,강릉,5510,강릉아이스아레나 주차장,"강원도 강릉시 수리골길 102 (포남동, 강릉아레나)",12246,급속03,공용,100,DC콤보(급속),급속,22.73,0,23,20240502,2024.5.2 5:58,2024.5.2 6:21
강원도,강릉시,강원,강릉,1050,교동e-편한세상 아파트,강원도 강릉시 종합운동장길 92,3214,완속02,아파트용,7,BC타입5핀(완속),완속,54.55,8,32,20240502,2024.5.1 21:52,2024.5.2 6:25
강원도,강릉시,강원,강릉,5510,강릉아이스아레나 주차장,"강원도 강릉시 수리골길 102 (포남동, 강릉아레나)",12245,급속02,공용,100,DC콤보(급속),급속,15.01,0,44,20240502,2024.5.2 5:49,2024.5.2 6:33
강원도,강릉시,강원,강릉,4285,입암6주공아파트,"강원도 강릉시 성덕포남로 39 (입암동, 입암6주공아파트)",10429,완속03,아파트용,7,BC타입5핀(완속),완속,12.23,12,14,20240502,2024.5.1 19:40,2024.5.2 7:54
강원도,강릉시,강원,강릉,4285,입암6주공아파트,"강원도 강릉시 성덕포남로 39 (입암동, 입암6주공아파트)",10428,완속02,아파트용,7,BC타입5핀(완속),완속,41.83,10,37,20240502,2024.5.1 21:22,2024.5.2 7:59
강원도,강릉시,강원,강릉,4971,강원영동병무지청,"강원도 강릉시 율곡로 2705 (노암동, 강원영동병무지청)",12199,급속01,공용,100,DC콤보(급속),급속,3.04,0,2,20240502,2024.5.2 8:19,2024.5.2 8:22
강원도,강릉시,강원,강릉,4971,강원영동병무지청,"강원도 강릉시 율곡로 2705 (노암동, 강원영동병무지청)",12199,급속01,공용,100,DC콤보(급속),급속,4.34,0,3,20240502,2024.5.2 8:26,2024.5.2 8:30
강원도,강릉시,강원,강릉,2107,해람중학교옆 공영주차장,강원도 강릉시 명주로35번길 5 (용강동),5958,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,6.17,0,14,20240502,2024.5.2 8:24,2024.5.2 8:39
강원도,강릉시,강원,강릉,2394,서희스타힐스리버파크,"강원도 강릉시 회산로 344 (회산동, 서희스타힐스 리버파크 아파트)",6557,급속01,아파트용,50,DC차데모+DC콤보+AC3상(급속),급속,51.89,1,0,20240502,2024.5.2 8:09,2024.5.2 9:10
강원도,강릉시,강원,강릉,2436,홍제동 공영주차장,강원도 강릉시 홍제동 157,6674,급속01,공용,50,DC차데모+DC콤보+AC3상(급속),급속,33.1,1,0,20240502,2024.5.2 8:12,2024.5.2 9:12
